objectid,nombre,direccion,tipozona,tipoemision,so2,no2,o3,co,pm10,pm25,fecha_carga,calidad_ambiental
24,Boulevar Sur,Avda. Tres Cruces s/n (Parking Cementerio de Valencia),Urbana,Tráfico,1,4,55,N/A,N/A,N/A,2024-05-25T10:20:05+00:00,Razonablemente Buena
432,Patraix,"Archiduque Carlos, 84ac",Urbana,Tráfico,N/A,21,N/A,N/A,18,10,2024-05-25T10:20:12+00:00,Buena
28,Viveros,Jardines de Viveros,Urbana,Fondo,1,12,62,N/A,N/A,N/A,2024-05-25T11:20:11+00:00,Razonablemente Buena
22,Centro,Plaza Ayuntamiento,Urbana,Tráfico,N/A,10,N/A,N/A,14,7,2024-05-25T11:20:11+00:00,Buena
432,Patraix,"Archiduque Carlos, 84ac",Urbana,Tráfico,N/A,14,N/A,N/A,18,10,2024-05-25T11:20:15+00:00,Buena
23,Francia,"Avda. de Francia, 60",Urbana,Tráfico,1,3,62,0.1,7,4,2024-05-25T11:20:05+00:00,Razonablemente Buena
26,Pista de Silla,"C/ Filipinas, s/n",Urbana,Tráfico,0,6,63,0.7,7,2,2024-05-25T11:20:07+00:00,Razonablemente Buena
430,Dr. Lluch,"Calle Dr. Lluch, 48",Urbana,Tráfico,N/A,24,N/A,N/A,24,9,2024-05-25T11:20:12+00:00,Razonablemente Buena
431,Olivereta,Av. del Cid amb Av. de les Tres Creus,Urbana,Tráfico,N/A,13,N/A,N/A,19,9,2024-05-25T11:20:14+00:00,Buena
24,Boulevar Sur,Avda. Tres Cruces s/n (Parking Cementerio de Valencia),Urbana,Tráfico,1,4,55,N/A,N/A,N/A,2024-05-25T11:20:05+00:00,Razonablemente Buena
25,Molí del Sol,Avda. Pío Baroja - Avda. General Avilés,Suburbana,Tráfico,4,5,47,0.3,6,5,2024-05-25T11:20:06+00:00,Buena
27,Universidad Politécnica,Campus de la U. Politécnica. Avda. Tarongers,Suburbana,Fondo,2,3,60,N/A,17,12,2024-05-25T11:20:10+00:00,Razonablemente Buena
829,Cabanyal,"Carrer del Progrés, 379",Urbana,Fondo,N/A,14,N/A,N/A,N/A,N/A,2024-05-25T11:20:12+00:00,Razonablemente Buena
27,Universidad Politécnica,Campus de la U. Politécnica. Avda. Tarongers,Suburbana,Fondo,2,4,61,N/A,17,13,2024-05-25T12:20:09+00:00,Razonablemente Buena
432,Patraix,"Archiduque Carlos, 84ac",Urbana,Tráfico,N/A,10,N/A,N/A,18,10,2024-05-25T12:20:14+00:00,Buena
24,Boulevar Sur,Avda. Tres Cruces s/n (Parking Cementerio de Valencia),Urbana,Tráfico,2,4,57,N/A,N/A,N/A,2024-05-25T12:20:06+00:00,Razonablemente Buena
26,Pista de Silla,"C/ Filipinas, s/n",Urbana,Tráfico,0,11,63,0.7,7,2,2024-05-25T12:20:08+00:00,Razonablemente Buena
28,Viveros,Jardines de Viveros,Urbana,Fondo,1,9,64,N/A,N/A,N/A,2024-05-25T12:20:10+00:00,Razonablemente Buena
22,Centro,Plaza Ayuntamiento,Urbana,Tráfico,N/A,10,N/A,N/A,14,8,2024-05-25T12:20:11+00:00,Buena
430,Dr. Lluch,"Calle Dr. Lluch, 48",Urbana,Tráfico,N/A,15,N/A,N/A,24,9,2024-05-25T12:20:12+00:00,Razonablemente Buena
829,Cabanyal,"Carrer del Progrés, 379",Urbana,Fondo,N/A,20,N/A,N/A,N/A,N/A,2024-05-25T12:20:12+00:00,Razonablemente Buena
431,Olivereta,Av. del Cid amb Av. de les Tres Creus,Urbana,Tráfico,N/A,15,N/A,N/A,19,10,2024-05-25T12:20:13+00:00,Buena
23,Francia,"Avda. de Francia, 60",Urbana,Tráfico,1,4,63,0.1,7,4,2024-05-25T12:20:05+00:00,Razonablemente Buena
25,Molí del Sol,Avda. Pío Baroja - Avda. General Avilés,Suburbana,Tráfico,4,6,49,0.3,6,5,2024-05-25T12:20:07+00:00,Buena
23,Francia,"Avda. de Francia, 60",Urbana,Tráfico,1,9,63,0.1,7,5,2024-05-25T13:20:05+00:00,Razonablemente Buena
24,Boulevar Sur,Avda. Tres Cruces s/n (Parking Cementerio de Valencia),Urbana,Tráfico,1,5,60,N/A,N/A,N/A,2024-05-25T13:20:06+00:00,Razonablemente Buena
27,Universidad Politécnica,Campus de la U. Politécnica. Avda. Tarongers,Suburbana,Fondo,2,6,62,N/A,18,13,2024-05-25T13:20:10+00:00,Razonablemente Buena
430,Dr. Lluch,"Calle Dr. Lluch, 48",Urbana,Tráfico,N/A,15,N/A,N/A,24,9,2024-05-25T13:20:12+00:00,Razonablemente Buena
431,Olivereta,Av. del Cid amb Av. de les Tres Creus,Urbana,Tráfico,N/A,16,N/A,N/A,19,10,2024-05-25T13:20:14+00:00,Buena
25,Molí del Sol,Avda. Pío Baroja - Avda. General Avilés,Suburbana,Tráfico,4,10,53,0.3,6,5,2024-05-25T13:20:07+00:00,Razonablemente Buena
829,Cabanyal,"Carrer del Progrés, 379",Urbana,Fondo,N/A,23,N/A,N/A,N/A,N/A,2024-05-25T13:20:13+00:00,Razonablemente Buena
26,Pista de Silla,"C/ Filipinas, s/n",Urbana,Tráfico,0,14,64,0.7,7,2,2024-05-25T13:20:09+00:00,Razonablemente Buena
28,Viveros,Jardines de Viveros,Urbana,Fondo,0,17,66,N/A,N/A,N/A,2024-05-25T13:20:11+00:00,Razonablemente Buena
22,Centro,Plaza Ayuntamiento,Urbana,Tráfico,N/A,14,N/A,N/A,15,8,2024-05-25T13:20:11+00:00,Buena
432,Patraix,"Archiduque Carlos, 84ac",Urbana,Tráfico,N/A,9,N/A,N/A,19,10,2024-05-25T13:20:15+00:00,Buena
25,Molí del Sol,Avda. Pío Baroja - Avda. General Avilés,Suburbana,Tráfico,5,22,58,0.3,7,5,2024-05-25T14:20:06+00:00,Razonablemente Buena
27,Universidad Politécnica,Campus de la U. Politécnica. Avda. Tarongers,Suburbana,Fondo,2,3,66,N/A,18,13,2024-05-25T14:20:08+00:00,Razonablemente Buena
28,Viveros,Jardines de Viveros,Urbana,Fondo,0,23,69,N/A,N/A,N/A,2024-05-25T14:20:09+00:00,Razonablemente Buena
430,Dr. Lluch,"Calle Dr. Lluch, 48",Urbana,Tráfico,N/A,27,N/A,N/A,24,9,2024-05-25T14:20:11+00:00,Razonablemente Buena
23,Francia,"Avda. de Francia, 60",Urbana,Tráfico,1,4,65,0.1,7,5,2024-05-25T14:20:05+00:00,Razonablemente Buena
22,Centro,Plaza Ayuntamiento,Urbana,Tráfico,N/A,21,N/A,N/A,15,8,2024-05-25T14:20:10+00:00,Buena
431,Olivereta,Av. del Cid amb Av. de les Tres Creus,Urbana,Tráfico,N/A,29,N/A,N/A,20,10,2024-05-25T14:20:12+00:00,Buena
432,Patraix,"Archiduque Carlos, 84ac",Urbana,Tráfico,N/A,18,N/A,N/A,19,10,2024-05-25T14:20:13+00:00,Buena
24,Boulevar Sur,Avda. Tres Cruces s/n (Parking Cementerio de Valencia),Urbana,Tráfico,1,6,67,N/A,N/A,N/A,2024-05-25T14:20:05+00:00,Razonablemente Buena
26,Pista de Silla,"C/ Filipinas, s/n",Urbana,Tráfico,1,27,64,0.7,7,2,2024-05-25T14:20:07+00:00,Razonablemente Buena
829,Cabanyal,"Carrer del Progrés, 379",Urbana,Fondo,N/A,8,N/A,N/A,N/A,N/A,2024-05-25T14:20:12+00:00,Razonablemente Buena
24,Boulevar Sur,Avda. Tres Cruces s/n (Parking Cementerio de Valencia),Urbana,Tráfico,1,6,72,N/A,N/A,N/A,2024-05-25T15:20:06+00:00,Razonablemente Buena
25,Molí del Sol,Avda. Pío Baroja - Avda. General Avilés,Suburbana,Tráfico,5,16,64,0.3,7,5,2024-05-25T15:20:07+00:00,Razonablemente Buena
431,Olivereta,Av. del Cid amb Av. de les Tres Creus,Urbana,Tráfico,N/A,25,N/A,N/A,20,10,2024-05-25T15:20:14+00:00,Buena
23,Francia,"Avda. de Francia, 60",Urbana,Tráfico,2,3,69,0.1,7,5,2024-05-25T15:20:05+00:00,Razonablemente Buena
28,Viveros,Jardines de Viveros,Urbana,Fondo,0,19,73,N/A,N/A,N/A,2024-05-25T15:20:11+00:00,Razonablemente Buena
26,Pista de Silla,"C/ Filipinas, s/n",Urbana,Tráfico,0,13,67,0.7,7,2,2024-05-25T15:20:09+00:00,Razonablemente Buena
27,Universidad Politécnica,Campus de la U. Politécnica. Avda. Tarongers,Suburbana,Fondo,2,3,71,N/A,18,13,2024-05-25T15:20:10+00:00,Razonablemente Buena
22,Centro,Plaza Ayuntamiento,Urbana,Tráfico,N/A,14,N/A,N/A,15,8,2024-05-25T15:20:11+00:00,Buena
430,Dr. Lluch,"Calle Dr. Lluch, 48",Urbana,Tráfico,N/A,15,N/A,N/A,24,9,2024-05-25T15:20:12+00:00,Razonablemente Buena
829,Cabanyal,"Carrer del Progrés, 379",Urbana,Fondo,N/A,8,N/A,N/A,N/A,N/A,2024-05-25T15:20:13+00:00,Razonablemente Buena
432,Patraix,"Archiduque Carlos, 84ac",Urbana,Tráfico,N/A,17,N/A,N/A,19,10,2024-05-25T15:20:14+00:00,Buena
23,Francia,"Avda. de Francia, 60",Urbana,Tráfico,2,3,73,0.1,7,5,2024-05-25T16:20:05+00:00,Razonablemente Buena
25,Molí del Sol,Avda. Pío Baroja - Avda. General Avilés,Suburbana,Tráfico,5,14,69,0.3,7,6,2024-05-25T16:20:07+00:00,Razonablemente Buena
26,Pista de Silla,"C/ Filipinas, s/n",Urbana,Tráfico,0,10,71,0.7,7,2,2024-05-25T16:20:08+00:00,Razonablemente Buena
27,Universidad Politécnica,Campus de la U. Politécnica. Avda. Tarongers,Suburbana,Fondo,2,3,75,N/A,18,13,2024-05-25T16:20:09+00:00,Razonablemente Buena
829,Cabanyal,"Carrer del Progrés, 379",Urbana,Fondo,N/A,3,N/A,N/A,N/A,N/A,2024-05-25T16:20:13+00:00,Razonablemente Buena
431,Olivereta,Av. del Cid amb Av. de les Tres Creus,Urbana,Tráfico,N/A,16,N/A,N/A,20,10,2024-05-25T16:20:13+00:00,Buena
28,Viveros,Jardines de Viveros,Urbana,Fondo,0,6,79,N/A,N/A,N/A,2024-05-25T16:20:11+00:00,Razonablemente Buena
22,Centro,Plaza Ayuntamiento,Urbana,Tráfico,N/A,13,N/A,N/A,15,8,2024-05-25T16:20:11+00:00,Buena
24,Boulevar Sur,Avda. Tres Cruces s/n (Parking Cementerio de Valencia),Urbana,Tráfico,1,9,79,N/A,N/A,N/A,2024-05-25T16:20:06+00:00,Razonablemente Buena
430,Dr. Lluch,"Calle Dr. Lluch, 48",Urbana,Tráfico,N/A,12,N/A,N/A,24,9,2024-05-25T16:20:12+00:00,Razonablemente Buena
432,Patraix,"Archiduque Carlos, 84ac",Urbana,Tráfico,N/A,9,N/A,N/A,19,10,2024-05-25T16:20:14+00:00,Buena
430,Dr. Lluch,"Calle Dr. Lluch, 48",Urbana,Tráfico,N/A,0,N/A,N/A,24,9,2024-05-25T17:20:14+00:00,Razonablemente Buena
431,Olivereta,Av. del Cid amb Av. de les Tres Creus,Urbana,Tráfico,N/A,16,N/A,N/A,19,10,2024-05-25T17:20:15+00:00,Buena
23,Francia,"Avda. de Francia, 60",Urbana,Tráfico,2,3,75,0.1,7,5,2024-05-25T17:20:06+00:00,Razonablemente Buena
24,Boulevar Sur,Avda. Tres Cruces s/n (Parking Cementerio de Valencia),Urbana,Tráfico,1,4,86,N/A,N/A,N/A,2024-05-25T17:20:07+00:00,Razonablemente Buena
25,Molí del Sol,Avda. Pío Baroja - Avda. General Avilés,Suburbana,Tráfico,5,7,73,0.3,7,6,2024-05-25T17:20:08+00:00,Razonablemente Buena
26,Pista de Silla,"C/ Filipinas, s/n",Urbana,Tráfico,0,8,74,0.7,7,2,2024-05-25T17:20:10+00:00,Razonablemente Buena
27,Universidad Politécnica,Campus de la U. Politécnica. Avda. Tarongers,Suburbana,Fondo,2,3,77,N/A,18,13,2024-05-25T17:20:12+00:00,Razonablemente Buena
829,Cabanyal,"Carrer del Progrés, 379",Urbana,Fondo,N/A,3,N/A,N/A,N/A,N/A,2024-05-25T17:20:14+00:00,Razonablemente Buena
28,Viveros,Jardines de Viveros,Urbana,Fondo,0,4,83,N/A,N/A,N/A,2024-05-25T17:20:12+00:00,Razonablemente Buena
22,Centro,Plaza Ayuntamiento,Urbana,Tráfico,N/A,10,N/A,N/A,15,8,2024-05-25T17:20:13+00:00,Buena
432,Patraix,"Archiduque Carlos, 84ac",Urbana,Tráfico,N/A,10,N/A,N/A,19,10,2024-05-25T17:20:16+00:00,Buena
25,Molí del Sol,Avda. Pío Baroja - Avda. General Avilés,Suburbana,Tráfico,4,4,75,0.3,7,6,2024-05-25T18:20:07+00:00,Razonablemente Buena
26,Pista de Silla,"C/ Filipinas, s/n",Urbana,Tráfico,0,6,75,0.7,7,2,2024-05-25T18:20:08+00:00,Razonablemente Buena
28,Viveros,Jardines de Viveros,Urbana,Fondo,0,4,86,N/A,N/A,N/A,2024-05-25T18:20:10+00:00,Razonablemente Buena
23,Francia,"Avda. de Francia, 60",Urbana,Tráfico,2,3,77,0.1,7,5,2024-05-25T18:20:05+00:00,Razonablemente Buena
24,Boulevar Sur,Avda. Tres Cruces s/n (Parking Cementerio de Valencia),Urbana,Tráfico,1,4,88,N/A,N/A,N/A,2024-05-25T18:20:06+00:00,Razonablemente Buena
22,Centro,Plaza Ayuntamiento,Urbana,Tráfico,N/A,11,N/A,N/A,15,8,2024-05-25T18:20:11+00:00,Buena
430,Dr. Lluch,"Calle Dr. Lluch, 48",Urbana,Tráfico,N/A,0,N/A,N/A,24,9,2024-05-25T18:20:12+00:00,Razonablemente Buena
829,Cabanyal,"Carrer del Progrés, 379",Urbana,Fondo,N/A,6,N/A,N/A,N/A,N/A,2024-05-25T18:20:13+00:00,Razonablemente Buena
431,Olivereta,Av. del Cid amb Av. de les Tres Creus,Urbana,Tráfico,N/A,12,N/A,N/A,19,10,2024-05-25T18:20:13+00:00,Buena
432,Patraix,"Archiduque Carlos, 84ac",Urbana,Tráfico,N/A,7,N/A,N/A,19,10,2024-05-25T18:20:14+00:00,Buena
27,Universidad Politécnica,Campus de la U. Politécnica. Avda. Tarongers,Suburbana,Fondo,2,3,80,N/A,18,13,2024-05-25T18:20:09+00:00,Razonablemente Buena
24,Boulevar Sur,Avda. Tres Cruces s/n (Parking Cementerio de Valencia),Urbana,Tráfico,1,4,89,N/A,N/A,N/A,2024-05-25T19:20:06+00:00,Razonablemente Buena
25,Molí del Sol,Avda. Pío Baroja - Avda. General Avilés,Suburbana,Tráfico,4,12,76,0.3,7,6,2024-05-25T19:20:07+00:00,Razonablemente Buena
26,Pista de Silla,"C/ Filipinas, s/n",Urbana,Tráfico,0,6,76,0.7,7,2,2024-05-25T19:20:08+00:00,Razonablemente Buena
22,Centro,Plaza Ayuntamiento,Urbana,Tráfico,N/A,8,N/A,N/A,15,8,2024-05-25T19:20:11+00:00,Buena
431,Olivereta,Av. del Cid amb Av. de les Tres Creus,Urbana,Tráfico,N/A,14,N/A,N/A,19,10,2024-05-25T19:20:13+00:00,Buena
23,Francia,"Avda. de Francia, 60",Urbana,Tráfico,2,3,78,0.1,7,5,2024-05-25T19:20:06+00:00,Razonablemente Buena
27,Universidad Politécnica,Campus de la U. Politécnica. Avda. Tarongers,Suburbana,Fondo,2,3,82,N/A,18,13,2024-05-25T19:20:09+00:00,Razonablemente Buena
28,Viveros,Jardines de Viveros,Urbana,Fondo,0,4,88,N/A,N/A,N/A,2024-05-25T19:20:10+00:00,Razonablemente Buena
430,Dr. Lluch,"Calle Dr. Lluch, 48",Urbana,Tráfico,N/A,1,N/A,N/A,24,9,2024-05-25T19:20:12+00:00,Razonablemente Buena
829,Cabanyal,"Carrer del Progrés, 379",Urbana,Fondo,N/A,3,N/A,N/A,N/A,N/A,2024-05-25T19:20:13+00:00,Razonablemente Buena
432,Patraix,"Archiduque Carlos, 84ac",Urbana,Tráfico,N/A,6,N/A,N/A,19,10,2024-05-25T19:20:14+00:00,Buena
23,Francia,"Avda. de Francia, 60",Urbana,Tráfico,2,3,79,0.1,7,5,2024-05-25T20:20:05+00:00,Razonablemente Buena
27,Universidad Politécnica,Campus de la U. Politécnica. Avda. Tarongers,Suburbana,Fondo,2,3,84,N/A,18,13,2024-05-25T20:20:09+00:00,Razonablemente Buena
28,Viveros,Jardines de Viveros,Urbana,Fondo,0,4,88,N/A,N/A,N/A,2024-05-25T20:20:10+00:00,Razonablemente Buena
24,Boulevar Sur,Avda. Tres Cruces s/n (Parking Cementerio de Valencia),Urbana,Tráfico,1,4,89,N/A,N/A,N/A,2024-05-25T20:20:05+00:00,Razonablemente Buena
25,Molí del Sol,Avda. Pío Baroja - Avda. General Avilés,Suburbana,Tráfico,5,11,77,0.3,7,6,2024-05-25T20:20:06+00:00,Razonablemente Buena
26,Pista de Silla,"C/ Filipinas, s/n",Urbana,Tráfico,0,5,77,0.7,7,2,2024-05-25T20:20:07+00:00,Razonablemente Buena
430,Dr. Lluch,"Calle Dr. Lluch, 48",Urbana,Tráfico,N/A,1,N/A,N/A,24,10,2024-05-25T20:20:11+00:00,Razonablemente Buena
22,Centro,Plaza Ayuntamiento,Urbana,Tráfico,N/A,8,N/A,N/A,15,8,2024-05-25T20:20:10+00:00,Buena
829,Cabanyal,"Carrer del Progrés, 379",Urbana,Fondo,N/A,4,N/A,N/A,N/A,N/A,2024-05-25T20:20:11+00:00,Buena
431,Olivereta,Av. del Cid amb Av. de les Tres Creus,Urbana,Tráfico,N/A,14,N/A,N/A,19,10,2024-05-25T20:20:12+00:00,Buena
432,Patraix,"Archiduque Carlos, 84ac",Urbana,Tráfico,N/A,8,N/A,N/A,19,10,2024-05-25T20:20:12+00:00,Buena
26,Pista de Silla,"C/ Filipinas, s/n",Urbana,Tráfico,0,7,78,0.7,7,2,2024-05-25T21:20:07+00:00,Razonablemente Buena
431,Olivereta,Av. del Cid amb Av. de les Tres Creus,Urbana,Tráfico,N/A,20,N/A,N/A,19,10,2024-05-25T21:20:13+00:00,Buena
432,Patraix,"Archiduque Carlos, 84ac",Urbana,Tráfico,N/A,9,N/A,N/A,19,10,2024-05-25T21:20:13+00:00,Buena
23,Francia,"Avda. de Francia, 60",Urbana,Tráfico,2,3,81,0.1,7,5,2024-05-25T21:20:05+00:00,Razonablemente Buena
24,Boulevar Sur,Avda. Tres Cruces s/n (Parking Cementerio de Valencia),Urbana,Tráfico,1,4,88,N/A,N/A,N/A,2024-05-25T21:20:06+00:00,Razonablemente Buena
25,Molí del Sol,Avda. Pío Baroja - Avda. General Avilés,Suburbana,Tráfico,4,15,76,0.3,7,6,2024-05-25T21:20:07+00:00,Razonablemente Buena
28,Viveros,Jardines de Viveros,Urbana,Fondo,0,5,89,N/A,N/A,N/A,2024-05-25T21:20:10+00:00,Razonablemente Buena
22,Centro,Plaza Ayuntamiento,Urbana,Tráfico,N/A,8,N/A,N/A,15,8,2024-05-25T21:20:11+00:00,Buena
27,Universidad Politécnica,Campus de la U. Politécnica. Avda. Tarongers,Suburbana,Fondo,2,3,86,N/A,18,13,2024-05-25T21:20:09+00:00,Razonablemente Buena
430,Dr. Lluch,"Calle Dr. Lluch, 48",Urbana,Tráfico,N/A,1,N/A,N/A,24,10,2024-05-25T21:20:11+00:00,Razonablemente Buena
829,Cabanyal,"Carrer del Progrés, 379",Urbana,Fondo,N/A,5,N/A,N/A,N/A,N/A,2024-05-25T21:20:12+00:00,Razonablemente Buena
24,Boulevar Sur,Avda. Tres Cruces s/n (Parking Cementerio de Valencia),Urbana,Tráfico,1,4,87,N/A,N/A,N/A,2024-05-25T22:20:05+00:00,Razonablemente Buena
25,Molí del Sol,Avda. Pío Baroja - Avda. General Avilés,Suburbana,Tráfico,4,11,77,0.3,7,6,2024-05-25T22:20:06+00:00,Razonablemente Buena
28,Viveros,Jardines de Viveros,Urbana,Fondo,0,7,90,N/A,N/A,N/A,2024-05-25T22:20:09+00:00,Razonablemente Buena
431,Olivereta,Av. del Cid amb Av. de les Tres Creus,Urbana,Tráfico,N/A,20,N/A,N/A,19,10,2024-05-25T22:20:12+00:00,Buena
432,Patraix,"Archiduque Carlos, 84ac",Urbana,Tráfico,N/A,10,N/A,N/A,19,10,2024-05-25T22:20:12+00:00,Buena
26,Pista de Silla,"C/ Filipinas, s/n",Urbana,Tráfico,0,9,80,0.7,7,2,2024-05-25T22:20:06+00:00,Razonablemente Buena
22,Centro,Plaza Ayuntamiento,Urbana,Tráfico,N/A,10,N/A,N/A,15,8,2024-05-25T22:20:10+00:00,Buena
430,Dr. Lluch,"Calle Dr. Lluch, 48",Urbana,Tráfico,N/A,6,N/A,N/A,24,10,2024-05-25T22:20:11+00:00,Razonablemente Buena
23,Francia,"Avda. de Francia, 60",Urbana,Tráfico,2,3,82,0.1,7,5,2024-05-25T22:20:04+00:00,Razonablemente Buena
27,Universidad Politécnica,Campus de la U. Politécnica. Avda. Tarongers,Suburbana,Fondo,2,3,85,N/A,18,13,2024-05-25T22:20:08+00:00,Razonablemente Buena
