objectid,nombre,direccion,tipozona,tipoemision,so2,no2,o3,co,pm10,pm25,fecha_carga,calidad_ambiental
829,Cabanyal,"Carrer del Progrés, 379",Urbana,Fondo,N/A,7,N/A,N/A,N/A,N/A,2024-05-25T22:20:11+00:00,Razonablemente Buena
23,Francia,"Avda. de Francia, 60",Urbana,Tráfico,1,3,81,0.1,7,5,2024-05-25T23:20:05+00:00,Razonablemente Buena
28,Viveros,Jardines de Viveros,Urbana,Fondo,0,8,90,N/A,N/A,N/A,2024-05-25T23:20:09+00:00,Razonablemente Buena
829,Cabanyal,"Carrer del Progrés, 379",Urbana,Fondo,N/A,4,N/A,N/A,N/A,N/A,2024-05-25T23:20:11+00:00,Razonablemente Buena
431,Olivereta,Av. del Cid amb Av. de les Tres Creus,Urbana,Tráfico,N/A,20,N/A,N/A,19,10,2024-05-25T23:20:12+00:00,Buena
432,Patraix,"Archiduque Carlos, 84ac",Urbana,Tráfico,N/A,13,N/A,N/A,19,10,2024-05-25T23:20:12+00:00,Buena
26,Pista de Silla,"C/ Filipinas, s/n",Urbana,Tráfico,0,7,81,0.7,7,3,2024-05-25T23:20:07+00:00,Razonablemente Buena
27,Universidad Politécnica,Campus de la U. Politécnica. Avda. Tarongers,Suburbana,Fondo,2,3,85,N/A,18,13,2024-05-25T23:20:08+00:00,Razonablemente Buena
430,Dr. Lluch,"Calle Dr. Lluch, 48",Urbana,Tráfico,N/A,4,N/A,N/A,24,10,2024-05-25T23:20:11+00:00,Razonablemente Buena
24,Boulevar Sur,Avda. Tres Cruces s/n (Parking Cementerio de Valencia),Urbana,Tráfico,1,4,87,N/A,N/A,N/A,2024-05-25T23:20:05+00:00,Razonablemente Buena
25,Molí del Sol,Avda. Pío Baroja - Avda. General Avilés,Suburbana,Tráfico,4,5,77,0.3,7,6,2024-05-25T23:20:06+00:00,Razonablemente Buena
22,Centro,Plaza Ayuntamiento,Urbana,Tráfico,N/A,10,N/A,N/A,15,8,2024-05-25T23:20:10+00:00,Buena
25,Molí del Sol,Avda. Pío Baroja - Avda. General Avilés,Suburbana,Tráfico,4,5,77,0.3,7,6,2024-05-26T00:20:07+00:00,Razonablemente Buena
26,Pista de Silla,"C/ Filipinas, s/n",Urbana,Tráfico,0,4,82,0.7,7,3,2024-05-26T00:20:07+00:00,Razonablemente Buena
22,Centro,Plaza Ayuntamiento,Urbana,Tráfico,N/A,8,N/A,N/A,15,8,2024-05-26T00:20:11+00:00,Buena
430,Dr. Lluch,"Calle Dr. Lluch, 48",Urbana,Tráfico,N/A,2,N/A,N/A,24,9,2024-05-26T00:20:12+00:00,Razonablemente Buena
829,Cabanyal,"Carrer del Progrés, 379",Urbana,Fondo,N/A,6,N/A,N/A,N/A,N/A,2024-05-26T00:20:12+00:00,Razonablemente Buena
431,Olivereta,Av. del Cid amb Av. de les Tres Creus,Urbana,Tráfico,N/A,16,N/A,N/A,19,10,2024-05-26T00:20:13+00:00,Buena
28,Viveros,Jardines de Viveros,Urbana,Fondo,0,8,89,N/A,N/A,N/A,2024-05-26T00:20:10+00:00,Razonablemente Buena
23,Francia,"Avda. de Francia, 60",Urbana,Tráfico,1,3,81,0.1,8,5,2024-05-26T00:20:05+00:00,Razonablemente Buena
24,Boulevar Sur,Avda. Tres Cruces s/n (Parking Cementerio de Valencia),Urbana,Tráfico,1,4,88,N/A,N/A,N/A,2024-05-26T00:20:06+00:00,Razonablemente Buena
27,Universidad Politécnica,Campus de la U. Politécnica. Avda. Tarongers,Suburbana,Fondo,2,3,84,N/A,18,13,2024-05-26T00:20:09+00:00,Razonablemente Buena
432,Patraix,"Archiduque Carlos, 84ac",Urbana,Tráfico,N/A,12,N/A,N/A,19,10,2024-05-26T00:20:14+00:00,Buena
24,Boulevar Sur,Avda. Tres Cruces s/n (Parking Cementerio de Valencia),Urbana,Tráfico,2,4,87,N/A,N/A,N/A,2024-05-26T01:20:06+00:00,Razonablemente Buena
25,Molí del Sol,Avda. Pío Baroja - Avda. General Avilés,Suburbana,Tráfico,4,5,76,0.3,7,6,2024-05-26T01:20:07+00:00,Razonablemente Buena
26,Pista de Silla,"C/ Filipinas, s/n",Urbana,Tráfico,0,4,83,0.7,7,3,2024-05-26T01:20:08+00:00,Razonablemente Buena
27,Universidad Politécnica,Campus de la U. Politécnica. Avda. Tarongers,Suburbana,Fondo,2,3,81,N/A,18,13,2024-05-26T01:20:09+00:00,Razonablemente Buena
430,Dr. Lluch,"Calle Dr. Lluch, 48",Urbana,Tráfico,N/A,6,N/A,N/A,24,9,2024-05-26T01:20:12+00:00,Razonablemente Buena
431,Olivereta,Av. del Cid amb Av. de les Tres Creus,Urbana,Tráfico,N/A,20,N/A,N/A,19,10,2024-05-26T01:20:13+00:00,Buena
23,Francia,"Avda. de Francia, 60",Urbana,Tráfico,1,3,81,0.1,8,5,2024-05-26T01:20:06+00:00,Razonablemente Buena
22,Centro,Plaza Ayuntamiento,Urbana,Tráfico,N/A,9,N/A,N/A,15,8,2024-05-26T01:20:11+00:00,Buena
829,Cabanyal,"Carrer del Progrés, 379",Urbana,Fondo,N/A,8,N/A,N/A,N/A,N/A,2024-05-26T01:20:13+00:00,Razonablemente Buena
432,Patraix,"Archiduque Carlos, 84ac",Urbana,Tráfico,N/A,12,N/A,N/A,19,10,2024-05-26T01:20:14+00:00,Buena
28,Viveros,Jardines de Viveros,Urbana,Fondo,0,8,88,N/A,N/A,N/A,2024-05-26T01:20:10+00:00,Razonablemente Buena
23,Francia,"Avda. de Francia, 60",Urbana,Tráfico,2,3,79,0.1,8,5,2024-05-26T02:20:06+00:00,Razonablemente Buena
24,Boulevar Sur,Avda. Tres Cruces s/n (Parking Cementerio de Valencia),Urbana,Tráfico,1,4,85,N/A,N/A,N/A,2024-05-26T02:20:07+00:00,Razonablemente Buena
28,Viveros,Jardines de Viveros,Urbana,Fondo,0,7,85,N/A,N/A,N/A,2024-05-26T02:20:12+00:00,Razonablemente Buena
22,Centro,Plaza Ayuntamiento,Urbana,Tráfico,N/A,10,N/A,N/A,15,8,2024-05-26T02:20:13+00:00,Buena
431,Olivereta,Av. del Cid amb Av. de les Tres Creus,Urbana,Tráfico,N/A,20,N/A,N/A,19,10,2024-05-26T02:20:15+00:00,Buena
432,Patraix,"Archiduque Carlos, 84ac",Urbana,Tráfico,N/A,11,N/A,N/A,19,10,2024-05-26T02:20:15+00:00,Buena
26,Pista de Silla,"C/ Filipinas, s/n",Urbana,Tráfico,0,4,82,0.7,7,3,2024-05-26T02:20:09+00:00,Razonablemente Buena
27,Universidad Politécnica,Campus de la U. Politécnica. Avda. Tarongers,Suburbana,Fondo,2,3,78,N/A,18,13,2024-05-26T02:20:11+00:00,Razonablemente Buena
829,Cabanyal,"Carrer del Progrés, 379",Urbana,Fondo,N/A,5,N/A,N/A,N/A,N/A,2024-05-26T02:20:14+00:00,Razonablemente Buena
25,Molí del Sol,Avda. Pío Baroja - Avda. General Avilés,Suburbana,Tráfico,4,6,74,0.3,7,6,2024-05-26T02:20:08+00:00,Razonablemente Buena
430,Dr. Lluch,"Calle Dr. Lluch, 48",Urbana,Tráfico,N/A,2,N/A,N/A,24,9,2024-05-26T02:20:13+00:00,Razonablemente Buena
25,Molí del Sol,Avda. Pío Baroja - Avda. General Avilés,Suburbana,Tráfico,4,9,70,0.3,7,6,2024-05-26T03:20:07+00:00,Razonablemente Buena
26,Pista de Silla,"C/ Filipinas, s/n",Urbana,Tráfico,0,5,79,0.7,7,3,2024-05-26T03:20:07+00:00,Razonablemente Buena
27,Universidad Politécnica,Campus de la U. Politécnica. Avda. Tarongers,Suburbana,Fondo,2,3,74,N/A,18,13,2024-05-26T03:20:09+00:00,Razonablemente Buena
28,Viveros,Jardines de Viveros,Urbana,Fondo,0,8,81,N/A,N/A,N/A,2024-05-26T03:20:10+00:00,Razonablemente Buena
430,Dr. Lluch,"Calle Dr. Lluch, 48",Urbana,Tráfico,N/A,3,N/A,N/A,24,9,2024-05-26T03:20:12+00:00,Razonablemente Buena
23,Francia,"Avda. de Francia, 60",Urbana,Tráfico,1,3,76,0.1,8,5,2024-05-26T03:20:05+00:00,Razonablemente Buena
24,Boulevar Sur,Avda. Tres Cruces s/n (Parking Cementerio de Valencia),Urbana,Tráfico,1,4,81,N/A,N/A,N/A,2024-05-26T03:20:06+00:00,Razonablemente Buena
22,Centro,Plaza Ayuntamiento,Urbana,Tráfico,N/A,8,N/A,N/A,15,8,2024-05-26T03:20:11+00:00,Buena
829,Cabanyal,"Carrer del Progrés, 379",Urbana,Fondo,N/A,6,N/A,N/A,N/A,N/A,2024-05-26T03:20:12+00:00,Razonablemente Buena
431,Olivereta,Av. del Cid amb Av. de les Tres Creus,Urbana,Tráfico,N/A,14,N/A,N/A,19,10,2024-05-26T03:20:13+00:00,Buena
432,Patraix,"Archiduque Carlos, 84ac",Urbana,Tráfico,N/A,16,N/A,N/A,19,11,2024-05-26T03:20:13+00:00,Razonablemente Buena
27,Universidad Politécnica,Campus de la U. Politécnica. Avda. Tarongers,Suburbana,Fondo,2,3,69,N/A,18,13,2024-05-26T04:20:08+00:00,Razonablemente Buena
22,Centro,Plaza Ayuntamiento,Urbana,Tráfico,N/A,11,N/A,N/A,15,8,2024-05-26T04:20:10+00:00,Buena
430,Dr. Lluch,"Calle Dr. Lluch, 48",Urbana,Tráfico,N/A,4,N/A,N/A,24,10,2024-05-26T04:20:11+00:00,Razonablemente Buena
28,Viveros,Jardines de Viveros,Urbana,Fondo,0,11,76,N/A,N/A,N/A,2024-05-26T04:20:09+00:00,Razonablemente Buena
431,Olivereta,Av. del Cid amb Av. de les Tres Creus,Urbana,Tráfico,N/A,15,N/A,N/A,19,11,2024-05-26T04:20:12+00:00,Razonablemente Buena
23,Francia,"Avda. de Francia, 60",Urbana,Tráfico,1,3,73,0.1,8,5,2024-05-26T04:20:04+00:00,Razonablemente Buena
24,Boulevar Sur,Avda. Tres Cruces s/n (Parking Cementerio de Valencia),Urbana,Tráfico,2,6,75,N/A,N/A,N/A,2024-05-26T04:20:05+00:00,Razonablemente Buena
25,Molí del Sol,Avda. Pío Baroja - Avda. General Avilés,Suburbana,Tráfico,3,11,65,0.3,7,6,2024-05-26T04:20:06+00:00,Razonablemente Buena
26,Pista de Silla,"C/ Filipinas, s/n",Urbana,Tráfico,0,7,75,0.7,7,3,2024-05-26T04:20:06+00:00,Razonablemente Buena
829,Cabanyal,"Carrer del Progrés, 379",Urbana,Fondo,N/A,8,N/A,N/A,N/A,N/A,2024-05-26T04:20:11+00:00,Razonablemente Buena
432,Patraix,"Archiduque Carlos, 84ac",Urbana,Tráfico,N/A,39,N/A,N/A,19,11,2024-05-26T04:20:12+00:00,Razonablemente Buena
23,Francia,"Avda. de Francia, 60",Urbana,Tráfico,1,3,68,0.1,9,6,2024-05-26T05:20:05+00:00,Razonablemente Buena
24,Boulevar Sur,Avda. Tres Cruces s/n (Parking Cementerio de Valencia),Urbana,Tráfico,2,13,68,N/A,N/A,N/A,2024-05-26T05:20:06+00:00,Razonablemente Buena
25,Molí del Sol,Avda. Pío Baroja - Avda. General Avilés,Suburbana,Tráfico,3,9,60,0.3,7,6,2024-05-26T05:20:06+00:00,Razonablemente Buena
26,Pista de Silla,"C/ Filipinas, s/n",Urbana,Tráfico,0,11,69,0.7,7,3,2024-05-26T05:20:07+00:00,Razonablemente Buena
27,Universidad Politécnica,Campus de la U. Politécnica. Avda. Tarongers,Suburbana,Fondo,2,4,63,N/A,18,13,2024-05-26T05:20:08+00:00,Razonablemente Buena
22,Centro,Plaza Ayuntamiento,Urbana,Tráfico,N/A,14,N/A,N/A,15,8,2024-05-26T05:20:10+00:00,Buena
430,Dr. Lluch,"Calle Dr. Lluch, 48",Urbana,Tráfico,N/A,7,N/A,N/A,24,10,2024-05-26T05:20:12+00:00,Razonablemente Buena
431,Olivereta,Av. del Cid amb Av. de les Tres Creus,Urbana,Tráfico,N/A,21,N/A,N/A,20,11,2024-05-26T05:20:13+00:00,Razonablemente Buena
28,Viveros,Jardines de Viveros,Urbana,Fondo,0,14,70,N/A,N/A,N/A,2024-05-26T05:20:09+00:00,Razonablemente Buena
829,Cabanyal,"Carrer del Progrés, 379",Urbana,Fondo,N/A,11,N/A,N/A,N/A,N/A,2024-05-26T05:20:13+00:00,Razonablemente Buena
432,Patraix,"Archiduque Carlos, 84ac",Urbana,Tráfico,N/A,18,N/A,N/A,19,11,2024-05-26T05:20:14+00:00,Razonablemente Buena
22,Centro,Plaza Ayuntamiento,Urbana,Tráfico,N/A,12,N/A,N/A,15,8,2024-05-26T06:20:12+00:00,Buena
829,Cabanyal,"Carrer del Progrés, 379",Urbana,Fondo,N/A,10,N/A,N/A,N/A,N/A,2024-05-26T06:20:14+00:00,Razonablemente Buena
431,Olivereta,Av. del Cid amb Av. de les Tres Creus,Urbana,Tráfico,N/A,29,N/A,N/A,20,11,2024-05-26T06:20:14+00:00,Razonablemente Buena
432,Patraix,"Archiduque Carlos, 84ac",Urbana,Tráfico,N/A,21,N/A,N/A,20,11,2024-05-26T06:20:15+00:00,Razonablemente Buena
23,Francia,"Avda. de Francia, 60",Urbana,Tráfico,1,3,62,0.1,9,6,2024-05-26T06:20:07+00:00,Razonablemente Buena
24,Boulevar Sur,Avda. Tres Cruces s/n (Parking Cementerio de Valencia),Urbana,Tráfico,1,8,61,N/A,N/A,N/A,2024-05-26T06:20:07+00:00,Razonablemente Buena
26,Pista de Silla,"C/ Filipinas, s/n",Urbana,Tráfico,0,10,63,0.7,7,3,2024-05-26T06:20:09+00:00,Razonablemente Buena
28,Viveros,Jardines de Viveros,Urbana,Fondo,0,12,63,N/A,N/A,N/A,2024-05-26T06:20:12+00:00,Razonablemente Buena
430,Dr. Lluch,"Calle Dr. Lluch, 48",Urbana,Tráfico,N/A,8,N/A,N/A,24,10,2024-05-26T06:20:13+00:00,Razonablemente Buena
25,Molí del Sol,Avda. Pío Baroja - Avda. General Avilés,Suburbana,Tráfico,3,11,54,0.3,7,6,2024-05-26T06:20:08+00:00,Razonablemente Buena
27,Universidad Politécnica,Campus de la U. Politécnica. Avda. Tarongers,Suburbana,Fondo,2,3,58,N/A,18,13,2024-05-26T06:20:10+00:00,Razonablemente Buena
25,Molí del Sol,Avda. Pío Baroja - Avda. General Avilés,Suburbana,Tráfico,3,11,47,0.3,7,6,2024-05-26T07:20:06+00:00,Buena
28,Viveros,Jardines de Viveros,Urbana,Fondo,0,15,56,N/A,N/A,N/A,2024-05-26T07:20:09+00:00,Razonablemente Buena
430,Dr. Lluch,"Calle Dr. Lluch, 48",Urbana,Tráfico,N/A,7,N/A,N/A,24,10,2024-05-26T07:20:10+00:00,Razonablemente Buena
431,Olivereta,Av. del Cid amb Av. de les Tres Creus,Urbana,Tráfico,N/A,28,N/A,N/A,20,11,2024-05-26T07:20:12+00:00,Razonablemente Buena
432,Patraix,"Archiduque Carlos, 84ac",Urbana,Tráfico,N/A,28,N/A,N/A,20,11,2024-05-26T07:20:12+00:00,Razonablemente Buena
24,Boulevar Sur,Avda. Tres Cruces s/n (Parking Cementerio de Valencia),Urbana,Tráfico,2,10,52,N/A,N/A,N/A,2024-05-26T07:20:05+00:00,Razonablemente Buena
27,Universidad Politécnica,Campus de la U. Politécnica. Avda. Tarongers,Suburbana,Fondo,2,4,52,N/A,18,13,2024-05-26T07:20:08+00:00,Razonablemente Buena
22,Centro,Plaza Ayuntamiento,Urbana,Tráfico,N/A,13,N/A,N/A,15,8,2024-05-26T07:20:10+00:00,Buena
23,Francia,"Avda. de Francia, 60",Urbana,Tráfico,1,4,56,0.1,9,6,2024-05-26T07:20:05+00:00,Razonablemente Buena
26,Pista de Silla,"C/ Filipinas, s/n",Urbana,Tráfico,0,12,57,0.7,7,3,2024-05-26T07:20:07+00:00,Razonablemente Buena
829,Cabanyal,"Carrer del Progrés, 379",Urbana,Fondo,N/A,10,N/A,N/A,N/A,N/A,2024-05-26T07:20:11+00:00,Razonablemente Buena
432,Patraix,"Archiduque Carlos, 84ac",Urbana,Tráfico,N/A,23,N/A,N/A,20,11,2024-05-26T08:20:14+00:00,Razonablemente Buena
431,Olivereta,Av. del Cid amb Av. de les Tres Creus,Urbana,Tráfico,N/A,29,N/A,N/A,20,11,2024-05-26T08:20:13+00:00,Razonablemente Buena
430,Dr. Lluch,"Calle Dr. Lluch, 48",Urbana,Tráfico,N/A,12,N/A,N/A,24,10,2024-05-26T08:20:12+00:00,Razonablemente Buena
22,Centro,Plaza Ayuntamiento,Urbana,Tráfico,N/A,15,N/A,N/A,15,8,2024-05-26T08:20:11+00:00,Buena
26,Pista de Silla,"C/ Filipinas, s/n",Urbana,Tráfico,0,14,50,0.7,7,3,2024-05-26T08:20:07+00:00,Buena
25,Molí del Sol,Avda. Pío Baroja - Avda. General Avilés,Suburbana,Tráfico,3,10,41,0.3,7,6,2024-05-26T08:20:06+00:00,Buena
23,Francia,"Avda. de Francia, 60",Urbana,Tráfico,1,6,49,0.1,9,6,2024-05-26T08:20:05+00:00,Buena
24,Boulevar Sur,Avda. Tres Cruces s/n (Parking Cementerio de Valencia),Urbana,Tráfico,3,11,45,N/A,N/A,N/A,2024-05-26T08:20:06+00:00,Buena
829,Cabanyal,"Carrer del Progrés, 379",Urbana,Fondo,N/A,13,N/A,N/A,N/A,N/A,2024-05-26T08:20:12+00:00,Razonablemente Buena
28,Viveros,Jardines de Viveros,Urbana,Fondo,0,15,51,N/A,N/A,N/A,2024-05-26T08:20:10+00:00,Razonablemente Buena
27,Universidad Politécnica,Campus de la U. Politécnica. Avda. Tarongers,Suburbana,Fondo,2,4,46,N/A,18,13,2024-05-26T08:20:09+00:00,Razonablemente Buena
24,Boulevar Sur,Avda. Tres Cruces s/n (Parking Cementerio de Valencia),Urbana,Tráfico,2,11,39,N/A,N/A,N/A,2024-05-26T09:20:05+00:00,Buena
26,Pista de Silla,"C/ Filipinas, s/n",Urbana,Tráfico,0,6,46,0.7,7,3,2024-05-26T09:20:06+00:00,Buena
27,Universidad Politécnica,Campus de la U. Politécnica. Avda. Tarongers,Suburbana,Fondo,2,3,43,N/A,18,13,2024-05-26T09:20:07+00:00,Razonablemente Buena
28,Viveros,Jardines de Viveros,Urbana,Fondo,0,14,46,N/A,N/A,N/A,2024-05-26T09:20:08+00:00,Buena
25,Molí del Sol,Avda. Pío Baroja - Avda. General Avilés,Suburbana,Tráfico,3,8,38,0.3,7,6,2024-05-26T09:20:05+00:00,Buena
22,Centro,Plaza Ayuntamiento,Urbana,Tráfico,N/A,14,N/A,N/A,15,8,2024-05-26T09:20:09+00:00,Buena
430,Dr. Lluch,"Calle Dr. Lluch, 48",Urbana,Tráfico,N/A,11,N/A,N/A,24,10,2024-05-26T09:20:10+00:00,Razonablemente Buena
829,Cabanyal,"Carrer del Progrés, 379",Urbana,Fondo,N/A,11,N/A,N/A,N/A,N/A,2024-05-26T09:20:10+00:00,Razonablemente Buena
23,Francia,"Avda. de Francia, 60",Urbana,Tráfico,1,3,46,0.1,9,6,2024-05-26T09:20:04+00:00,Buena
431,Olivereta,Av. del Cid amb Av. de les Tres Creus,Urbana,Tráfico,N/A,19,N/A,N/A,20,11,2024-05-26T09:20:11+00:00,Razonablemente Buena
432,Patraix,"Archiduque Carlos, 84ac",Urbana,Tráfico,N/A,28,N/A,N/A,20,11,2024-05-26T09:20:12+00:00,Razonablemente Buena
23,Francia,"Avda. de Francia, 60",Urbana,Tráfico,1,3,45,0.1,9,6,2024-05-26T10:20:05+00:00,Buena
27,Universidad Politécnica,Campus de la U. Politécnica. Avda. Tarongers,Suburbana,Fondo,2,3,43,N/A,18,13,2024-05-26T10:20:08+00:00,Razonablemente Buena
28,Viveros,Jardines de Viveros,Urbana,Fondo,0,10,45,N/A,N/A,N/A,2024-05-26T10:20:10+00:00,Buena
829,Cabanyal,"Carrer del Progrés, 379",Urbana,Fondo,N/A,8,N/A,N/A,N/A,N/A,2024-05-26T10:20:12+00:00,Razonablemente Buena
432,Patraix,"Archiduque Carlos, 84ac",Urbana,Tráfico,N/A,21,N/A,N/A,20,11,2024-05-26T10:20:13+00:00,Razonablemente Buena
24,Boulevar Sur,Avda. Tres Cruces s/n (Parking Cementerio de Valencia),Urbana,Tráfico,3,6,37,N/A,N/A,N/A,2024-05-26T10:20:06+00:00,Buena
26,Pista de Silla,"C/ Filipinas, s/n",Urbana,Tráfico,0,7,45,0.7,7,3,2024-05-26T10:20:07+00:00,Buena
22,Centro,Plaza Ayuntamiento,Urbana,Tráfico,N/A,11,N/A,N/A,15,8,2024-05-26T10:20:10+00:00,Buena
430,Dr. Lluch,"Calle Dr. Lluch, 48",Urbana,Tráfico,N/A,6,N/A,N/A,24,10,2024-05-26T10:20:11+00:00,Razonablemente Buena
431,Olivereta,Av. del Cid amb Av. de les Tres Creus,Urbana,Tráfico,N/A,15,N/A,N/A,20,11,2024-05-26T10:20:12+00:00,Razonablemente Buena
25,Molí del Sol,Avda. Pío Baroja - Avda. General Avilés,Suburbana,Tráfico,3,5,36,0.3,7,6,2024-05-26T10:20:07+00:00,Buena
